latitude,longitude,height
-5, -72.1500000000003, -933.18614559609
-5, -72.1000000000003, -932.432782595046
-5, -72.0500000000003, -929.251710000681
-5, -72.0000000000003, -949.559342603316
-5, -71.9500000000003, -971.200084873475
-5, -71.9000000000003, -954.261793947662
-5, -71.8500000000003, -952.001712507801
-5, -71.8000000000003, -971.066473558079
-5, -71.7500000000003, -968.67537701386
-5, -71.7000000000003, -929.506181447301
-5, -71.6500000000003, -857.14255586965
-5, -71.6000000000003, -821.990188344265
-5, -71.5500000000003, -802.687445945689
-5, -71.5000000000003, -776.70058830129
-5, -71.4500000000003, -735.942514804774
-5, -71.4000000000003, -734.044500858756
-5, -71.3500000000003, -745.25988128793
-5, -71.3000000000003, -765.277923959657
-5, -71.2500000000003, -771.373530067271
-5, -71.2000000000003, -804.187972731772
-5, -71.1500000000003, -810.728952310979
-5, -71.1000000000003, -825.503826903645
-5, -71.0500000000003, -847.577480247826
-5, -71.0000000000003, -864.123993883724
-4.95, -77, -980.86958348495
-4.95, -76.95, -992.770021580043
-4.95, -76.9, -997.535183804692
-4.95, -76.85, -994.81308080873
-4.95, -76.8, -1013.16909168148
-4.95, -76.75, -1019.25607322808
-4.95, -76.7, -1025.30793906376
-4.95, -76.65, -1028.78751431999
-4.95, -76.6, -1042.91168872174
-4.95, -76.55, -1030.9755899359
-4.95, -76.5, -1033.97238316806
-4.95, -76.45, -1039.58429342764
-4.95, -76.4, -1044.11292611365
-4.95, -76.35, -1043.77923366672
-4.95, -76.3, -1036.33854124276
-4.95, -76.25, -1041.45452351344
-4.95, -76.2, -1045.90209765616
-4.95, -76.15, -1056.74564260407
-4.95, -76.1000000000001, -1056.91950941551
-4.95, -76.0500000000001, -1041.95973277441
-4.95, -76.0000000000001, -1038.87444938277
-4.95, -75.9500000000001, -1032.69554743578
-4.95, -75.9000000000001, -1031.82931564574
-4.95, -75.8500000000001, -1062.33729570638
-4.95, -75.8000000000001, -1059.99896972324
-4.95, -75.7500000000001, -1076.33237682621
-4.95, -75.7000000000001, -1079.14376486745
-4.95, -75.6500000000001, -1091.94214777881
-4.95, -75.6000000000001, -1111.01297453453
-4.95, -75.5500000000001, -1105.36460833403
-4.95, -75.5000000000001, -1111.84105357039
-4.95, -75.4500000000001, -1148.47625922598
-4.95, -75.4000000000001, -1157.57443066977
-4.95, -75.3500000000001, -1165.13468953175
-4.95, -75.3000000000001, -1171.52556426078
-4.95, -75.2500000000001, -1182.98990886111
-4.95, -75.2000000000001, -1182.6758301598
-4.95, -75.1500000000001, -1192.33299142716
-4.95, -75.1000000000001, -1186.52904873772
-4.95, -75.0500000000001, -1168.07703580498
-4.95, -75.0000000000001, -1159.88385905488
-4.95, -74.9500000000001, -1139.1211752072
-4.95, -74.9000000000001, -1118.88811959734
-4.95, -74.8500000000001, -1092.7381172973
-4.95, -74.8000000000001, -1097.06905834551
-4.95, -74.7500000000001, -1088.10316866962
-4.95, -74.7000000000001, -1073.10358530446
-4.95, -74.6500000000001, -1081.28689405299
-4.95, -74.6000000000001, -1079.04713753099
-4.95, -74.5500000000001, -1096.1870652606
-4.95, -74.5000000000001, -1099.27037665038
-4.95, -74.4500000000001, -1108.41559460771
-4.95, -74.4000000000001, -1116.1859383221
-4.95, -74.3500000000002, -1111.58113395737
-4.95, -74.3000000000002, -1108.21532570745
-4.95, -74.2500000000002, -1116.38116037578
-4.95, -74.2000000000002, -1123.32674661849
-4.95, -74.1500000000002, -1105.10144011537
-4.95, -74.1000000000002, -1114.02826379752
-4.95, -74.0500000000002, -1131.92014214012
-4.95, -74.0000000000002, -1138.37559932494
-4.95, -73.9500000000002, -1152.71745746664
-4.95, -73.9000000000002, -1149.2592801064
-4.95, -73.8500000000002, -1163.34709571046
-4.95, -73.8000000000002, -1148.60881529702
-4.95, -73.7500000000002, -1140.40276182292
-4.95, -73.7000000000002, -1139.11188894359
-4.95, -73.6500000000002, -1125.36526357045
-4.95, -73.6000000000002, -1127.29797538044
-4.95, -73.5500000000002, -1133.51448361087
-4.95, -73.5000000000002, -1140.09843893058
-4.95, -73.4500000000002, -1121.93342298339
-4.95, -73.4000000000002, -1109.71072377334
-4.95, -73.3500000000002, -1090.3226160265
-4.95, -73.3000000000002, -1078.16403941903
-4.95, -73.2500000000002, -1070.78816755733
-4.95, -73.2000000000002, -1063.3238745844
-4.95, -73.1500000000002, -1065.34219180106
-4.95, -73.1000000000002, -1057.81431016151
-4.95, -73.0500000000002, -1075.76727063814
-4.95, -73.0000000000002, -1074.33891417563
-4.95, -72.9500000000002, -1072.44031368545
-4.95, -72.9000000000002, -1079.21020751772
-4.95, -72.8500000000002, -1079.59262316651
-4.95, -72.8000000000002, -1059.83425435738
-4.95, -72.7500000000002, -1041.91018927144
-4.95, -72.7000000000002, -1014.1304656365
-4.95, -72.6500000000002, -984.506589391036
-4.95, -72.6000000000003, -966.883635505917
-4.95, -72.5500000000003, -971.995731924195
-4.95, -72.5000000000003, -975.759890898014
-4.95, -72.4500000000003, -950.455403857864
-4.95, -72.4000000000003, -941.893625809462
-4.95, -72.3500000000003, -928.810400803573
-4.95, -72.3000000000003, -926.275313375634
-4.95, -72.2500000000003, -927.687806407805
-4.95, -72.2000000000003, -936.662240855978
-4.95, -72.1500000000003, -938.378928284976
-4.95, -72.1000000000003, -921.943032933865
-4.95, -72.0500000000003, -933.173817886738
-4.95, -72.0000000000003, -935.327441967558
-4.95, -71.9500000000003, -946.209453471471
-4.95, -71.9000000000003, -922.441235081409
-4.95, -71.8500000000003, -927.85748914408
-4.95, -71.8000000000003, -937.81954846601
-4.95, -71.7500000000003, -915.819442325155
-4.95, -71.7000000000003, -880.866126902518
-4.95, -71.6500000000003, -790.052516415482
-4.95, -71.6000000000003, -729.159739575814
-4.95, -71.5500000000003, -698.486606586608
-4.95, -71.5000000000003, -705.985252013197
-4.95, -71.4500000000003, -701.102133459062
-4.95, -71.4000000000003, -713.961867129314
-4.95, -71.3500000000003, -722.426959008211
-4.95, -71.3000000000003, -754.173860284151
-4.95, -71.2500000000003, -759.687583146151
-4.95, -71.2000000000003, -785.961228613509
-4.95, -71.1500000000003, -809.201473465655
-4.95, -71.1000000000003, -830.40873943083
-4.95, -71.0500000000003, -845.281491876696
-4.95, -71.0000000000003, -848.935409963247
-4.9, -77, -978.16380217392
-4.9, -76.95, -977.705816526432
-4.9, -76.9, -979.585396469105
-4.9, -76.85, -992.559116393328
-4.9, -76.8, -990.002128670109
-4.9, -76.75, -999.547871309565
-4.9, -76.7, -1019.05709943839
-4.9, -76.65, -1036.83921364159
-4.9, -76.6, -1029.66278398968
-4.9, -76.55, -1017.9576096487
-4.9, -76.5, -1030.18804173369
-4.9, -76.45, -1045.97491885524
-4.9, -76.4, -1041.98046600912
-4.9, -76.35, -1043.85553151672
-4.9, -76.3, -1044.39555325266
-4.9, -76.25, -1061.55806240626
-4.9, -76.2, -1088.2516491015
-4.9, -76.15, -1071.53071171336
-4.9, -76.1000000000001, -1067.56426248478
-4.9, -76.0500000000001, -1047.75756595377
-4.9, -76.0000000000001, -1054.41961467383
-4.9, -75.9500000000001, -1057.26374798373
-4.9, -75.9000000000001, -1048.75032507034
-4.9, -75.8500000000001, -1069.90028385923
-4.9, -75.8000000000001, -1077.41462414316
-4.9, -75.7500000000001, -1069.25711285579
-4.9, -75.7000000000001, -1075.63212783227
-4.9, -75.6500000000001, -1110.16979656287
-4.9, -75.6000000000001, -1120.88268665574
-4.9, -75.5500000000001, -1124.19926032319
-4.9, -75.5000000000001, -1140.98435784795
-4.9, -75.4500000000001, -1141.6168538949
-4.9, -75.4000000000001, -1171.96021435119
-4.9, -75.3500000000001, -1168.70681094984
-4.9, -75.3000000000001, -1172.09255861468
-4.9, -75.2500000000001, -1182.65719758254
-4.9, -75.2000000000001, -1192.94750383007
-4.9, -75.1500000000001, -1192.06910771306
-4.9, -75.1000000000001, -1186.58432216535
-4.9, -75.0500000000001, -1160.91080395575
-4.9, -75.0000000000001, -1155.69202741259
-4.9, -74.9500000000001, -1140.71117885108
-4.9, -74.9000000000001, -1119.4962654796
-4.9, -74.8500000000001, -1102.67477480124
-4.9, -74.8000000000001, -1096.26511984074
-4.9, -74.7500000000001, -1080.17171813629
-4.9, -74.7000000000001, -1065.6994858965
-4.9, -74.6500000000001, -1068.01983001619
-4.9, -74.6000000000001, -1087.22720411199
-4.9, -74.5500000000001, -1085.91081305395
-4.9, -74.5000000000001, -1101.28843530105
-4.9, -74.4500000000001, -1119.35632105672
-4.9, -74.4000000000001, -1107.05608599039
-4.9, -74.3500000000002, -1108.33838703111
-4.9, -74.3000000000002, -1099.43036938901
-4.9, -74.2500000000002, -1107.0487968931
-4.9, -74.2000000000002, -1116.25126014079
-4.9, -74.1500000000002, -1119.4927341115
-4.9, -74.1000000000002, -1117.59060854488
-4.9, -74.0500000000002, -1142.86783626885
-4.9, -74.0000000000002, -1137.87276622315
-4.9, -73.9500000000002, -1135.31947622029
-4.9, -73.9000000000002, -1148.60964022635
-4.9, -73.8500000000002, -1161.09341809317
-4.9, -73.8000000000002, -1155.61066586664
-4.9, -73.7500000000002, -1148.63511313964
-4.9, -73.7000000000002, -1139.48048126942
-4.9, -73.6500000000002, -1118.92275439424
-4.9, -73.6000000000002, -1130.90975988808
-4.9, -73.5500000000002, -1119.08935067756
-4.9, -73.5000000000002, -1110.49202616024
-4.9, -73.4500000000002, -1102.9551146311
-4.9, -73.4000000000002, -1098.55168138025
-4.9, -73.3500000000002, -1078.44025055296
-4.9, -73.3000000000002, -1071.19561300008
-4.9, -73.2500000000002, -1064.94197106489
-4.9, -73.2000000000002, -1067.75072043936
-4.9, -73.1500000000002, -1056.71992096677
-4.9, -73.1000000000002, -1051.46612928156
-4.9, -73.0500000000002, -1072.21560765896
-4.9, -73.0000000000002, -1067.12218874448
-4.9, -72.9500000000002, -1059.36762824457
-4.9, -72.9000000000002, -1058.32558665739
-4.9, -72.8500000000002, -1054.73720724962
-4.9, -72.8000000000002, -1041.54271286167
-4.9, -72.7500000000002, -1024.74017786083
-4.9, -72.7000000000002, -984.882299250108
-4.9, -72.6500000000002, -954.294302878669
-4.9, -72.6000000000003, -940.759992379928
-4.9, -72.5500000000003, -944.2070582452
-4.9, -72.5000000000003, -945.305953541072
-4.9, -72.4500000000003, -937.145389415324
-4.9, -72.4000000000003, -939.08116982202
-4.9, -72.3500000000003, -936.23691571306
-4.9, -72.3000000000003, -926.820134970825
-4.9, -72.2500000000003, -913.979267869028
-4.9, -72.2000000000003, -919.144159963122
-4.9, -72.1500000000003, -910.641465681838
-4.9, -72.1000000000003, -905.785219685291
-4.9, -72.0500000000003, -927.38910146011
-4.9, -72.0000000000003, -929.643480963074
-4.9, -71.9500000000003, -916.231688463828
-4.9, -71.9000000000003, -894.959318196401
-4.9, -71.8500000000003, -889.833354432136
-4.9, -71.8000000000003, -895.138886144501
-4.9, -71.7500000000003, -857.873469520477
-4.9, -71.7000000000003, -807.366796313552
-4.9, -71.6500000000003, -729.375914039556
-4.9, -71.6000000000003, -687.366305500036
-4.9, -71.5500000000003, -669.425801420817
-4.9, -71.5000000000003, -659.51693157386
-4.9, -71.4500000000003, -676.894778876449
-4.9, -71.4000000000003, -672.497090460383
-4.9, -71.3500000000003, -687.158994103433
-4.9, -71.3000000000003, -717.91817831737
-4.9, -71.2500000000003, -756.837152291439
-4.9, -71.2000000000003, -779.47544431698
-4.9, -71.1500000000003, -802.402461488498
-4.9, -71.1000000000003, -823.71159144782
-4.9, -71.0500000000003, -823.938609344303
-4.9, -71.0000000000003, -827.651447484503
-4.85, -77, -975.076865092851
-4.85, -76.95, -974.497964772861
-4.85, -76.9, -984.703119163169
-4.85, -76.85, -990.541893669986
-4.85, -76.8, -992.819745115587
-4.85, -76.75, -996.042617025552
-4.85, -76.7, -1021.37690908858
-4.85, -76.65, -1042.88414772588
-4.85, -76.6, -1034.92251878872
-4.85, -76.55, -1018.70785024529
-4.85, -76.5, -1034.46002890088
-4.85, -76.45, -1042.30906687095
-4.85, -76.4, -1041.24431647651
-4.85, -76.35, -1059.72055269533
-4.85, -76.3, -1062.42433847184
-4.85, -76.25, -1073.23990857124
-4.85, -76.2, -1083.03079010756
-4.85, -76.15, -1075.20579743432
-4.85, -76.1000000000001, -1069.6778455301
-4.85, -76.0500000000001, -1063.7851906697
-4.85, -76.0000000000001, -1050.17111633066
-4.85, -75.9500000000001, -1050.43334756675
-4.85, -75.9000000000001, -1064.20126850437
-4.85, -75.8500000000001, -1076.31682392559
-4.85, -75.8000000000001, -1069.09279612429
-4.85, -75.7500000000001, -1058.03544255509
-4.85, -75.7000000000001, -1086.32465299184
-4.85, -75.6500000000001, -1109.57012037723
-4.85, -75.6000000000001, -1112.72402608371
-4.85, -75.5500000000001, -1134.43097956374
-4.85, -75.5000000000001, -1147.43362700637
-4.85, -75.4500000000001, -1150.04306353279
-4.85, -75.4000000000001, -1157.12254078139
-4.85, -75.3500000000001, -1155.64736678207
-4.85, -75.3000000000001, -1170.28386010218
-4.85, -75.2500000000001, -1190.78179872071
-4.85, -75.2000000000001, -1196.33467224077
-4.85, -75.1500000000001, -1204.92527570785
-4.85, -75.1000000000001, -1184.07139453292
-4.85, -75.0500000000001, -1165.8308971693
-4.85, -75.0000000000001, -1149.16464460199
-4.85, -74.9500000000001, -1146.6492731102
-4.85, -74.9000000000001, -1133.98872837063
-4.85, -74.8500000000001, -1111.29659723106
-4.85, -74.8000000000001, -1093.21302487829
-4.85, -74.7500000000001, -1088.16788851819
-4.85, -74.7000000000001, -1064.98303596803
-4.85, -74.6500000000001, -1059.96071203437
-4.85, -74.6000000000001, -1076.05858347507
-4.85, -74.5500000000001, -1079.93276229582
-4.85, -74.5000000000001, -1105.66149035608
-4.85, -74.4500000000001, -1109.81349492015
-4.85, -74.4000000000001, -1114.04567743838
-4.85, -74.3500000000002, -1121.93820787652
-4.85, -74.3000000000002, -1118.11390595953
-4.85, -74.2500000000002, -1110.55284846551
-4.85, -74.2000000000002, -1110.20453925047
-4.85, -74.1500000000002, -1121.64084585255
-4.85, -74.1000000000002, -1127.22200551862
-4.85, -74.0500000000002, -1136.19838657416
-4.85, -74.0000000000002, -1124.51315674512
-4.85, -73.9500000000002, -1136.43246651127
-4.85, -73.9000000000002, -1156.6015581406
-4.85, -73.8500000000002, -1161.11323297431
-4.85, -73.8000000000002, -1160.10880971549
-4.85, -73.7500000000002, -1149.67194679927
-4.85, -73.7000000000002, -1138.25492312375
-4.85, -73.6500000000002, -1120.85678296571
-4.85, -73.6000000000002, -1113.37019947497
-4.85, -73.5500000000002, -1118.12537310645
-4.85, -73.5000000000002, -1097.98917448462
-4.85, -73.4500000000002, -1089.89669652865
-4.85, -73.4000000000002, -1073.35677539976
-4.85, -73.3500000000002, -1061.14805924019
-4.85, -73.3000000000002, -1065.05520673597
-4.85, -73.2500000000002, -1068.6091104697
-4.85, -73.2000000000002, -1049.36694498069
-4.85, -73.1500000000002, -1049.32221411553
-4.85, -73.1000000000002, -1048.9192756511
-4.85, -73.0500000000002, -1056.36756667786
-4.85, -73.0000000000002, -1069.66053764522
-4.85, -72.9500000000002, -1058.25716195768
-4.85, -72.9000000000002, -1051.29821422382
-4.85, -72.8500000000002, -1036.81929903768
-4.85, -72.8000000000002, -1026.1153656278
-4.85, -72.7500000000002, -1009.06476853765
-4.85, -72.7000000000002, -964.510587784695
-4.85, -72.6500000000002, -940.728598599904
-4.85, -72.6000000000003, -922.746090661385
-4.85, -72.5500000000003, -924.849525483209
-4.85, -72.5000000000003, -928.407065227628
-4.85, -72.4500000000003, -922.722784799058
-4.85, -72.4000000000003, -933.362557344721
-4.85, -72.3500000000003, -920.097181080724
-4.85, -72.3000000000003, -920.297812020872
-4.85, -72.2500000000003, -894.388795070001
-4.85, -72.2000000000003, -898.683735995553
-4.85, -72.1500000000003, -904.786255516927
-4.85, -72.1000000000003, -904.602820447879
-4.85, -72.0500000000003, -910.739889240591
-4.85, -72.0000000000003, -895.253555500647
-4.85, -71.9500000000003, -876.095715447329
-4.85, -71.9000000000003, -847.055979331373
-4.85, -71.8500000000003, -840.085742934025
-4.85, -71.8000000000003, -824.650196727365
-4.85, -71.7500000000003, -795.453551592189
-4.85, -71.7000000000003, -743.795506429509
-4.85, -71.6500000000003, -677.116498973803
-4.85, -71.6000000000003, -655.488463617279
-4.85, -71.5500000000003, -632.472441032645
-4.85, -71.5000000000003, -630.399438253138
-4.85, -71.4500000000003, -642.266480974737
-4.85, -71.4000000000003, -650.2124492781
-4.85, -71.3500000000003, -679.5440367806
-4.85, -71.3000000000003, -726.319436120684
-4.85, -71.2500000000003, -750.874297381961
-4.85, -71.2000000000003, -765.421103975503
-4.85, -71.1500000000003, -782.361911646207
-4.85, -71.1000000000003, -822.460801082547
-4.85, -71.0500000000003, -818.869982221047
-4.85, -71.0000000000003, -819.468050137395
-4.8, -77, -978.111151380697
-4.8, -76.95, -981.667119657504
-4.8, -76.9, -988.078103438718
-4.8, -76.85, -987.162609216408
-4.8, -76.8, -1003.86150065763
-4.8, -76.75, -1015.99556874135
-4.8, -76.7, -1033.01462141506
-4.8, -76.65, -1044.43347350857
-4.8, -76.6, -1029.4511668568
-4.8, -76.55, -1019.66892547579
-4.8, -76.5, -1026.93501514418
-4.8, -76.45, -1033.53416308912
-4.8, -76.4, -1049.96650615567
-4.8, -76.35, -1058.49523544358
-4.8, -76.3, -1061.78094317857
-4.8, -76.25, -1067.79990787769
-4.8, -76.2, -1070.91245367122
-4.8, -76.15, -1060.82069982763
-4.8, -76.1000000000001, -1070.19510765455
-4.8, -76.0500000000001, -1054.39483398362
-4.8, -76.0000000000001, -1046.00098296208
-4.8, -75.9500000000001, -1036.72258277738
-4.8, -75.9000000000001, -1060.8316258993
-4.8, -75.8500000000001, -1071.88764260861
-4.8, -75.8000000000001, -1063.15277122206
-4.8, -75.7500000000001, -1057.54371866595
-4.8, -75.7000000000001, -1076.62118940731
-4.8, -75.6500000000001, -1101.76269707584
-4.8, -75.6000000000001, -1112.44193533983
-4.8, -75.5500000000001, -1131.40975487803
-4.8, -75.5000000000001, -1138.50020189164
-4.8, -75.4500000000001, -1143.54193080368
-4.8, -75.4000000000001, -1147.94607936474
-4.8, -75.3500000000001, -1163.55733878526
-4.8, -75.3000000000001, -1184.50354533724
-4.8, -75.2500000000001, -1191.35928155528
-4.8, -75.2000000000001, -1194.57826837781
-4.8, -75.1500000000001, -1198.64165092807
-4.8, -75.1000000000001, -1189.7317356054
-4.8, -75.0500000000001, -1186.4804125434
-4.8, -75.0000000000001, -1167.8287465804
-4.8, -74.9500000000001, -1158.39972806245
-4.8, -74.9000000000001, -1152.52902042295
-4.8, -74.8500000000001, -1126.85455776274
-4.8, -74.8000000000001, -1112.68803385284
-4.8, -74.7500000000001, -1096.59952401684
-4.8, -74.7000000000001, -1090.59121847688
-4.8, -74.6500000000001, -1082.01277451951
-4.8, -74.6000000000001, -1074.97741712909
-4.8, -74.5500000000001, -1076.03725793969
-4.8, -74.5000000000001, -1091.88292171143
-4.8, -74.4500000000001, -1096.01629123522
-4.8, -74.4000000000001, -1107.12984791782
-4.8, -74.3500000000002, -1107.50443520746
-4.8, -74.3000000000002, -1096.95142935996
-4.8, -74.2500000000002, -1093.64351754356
-4.8, -74.2000000000002, -1098.54093650344
-4.8, -74.1500000000002, -1113.9588020785
-4.8, -74.1000000000002, -1126.60798058868
-4.8, -74.0500000000002, -1128.12139789818
-4.8, -74.0000000000002, -1140.09038499999
-4.8, -73.9500000000002, -1144.31220559205
-4.8, -73.9000000000002, -1160.3632412263
-4.8, -73.8500000000002, -1168.85626327642
-4.8, -73.8000000000002, -1147.58929498203
-4.8, -73.7500000000002, -1139.85726670746
-4.8, -73.7000000000002, -1121.55415611633
-4.8, -73.6500000000002, -1108.38169344491
-4.8, -73.6000000000002, -1100.51168440783
-4.8, -73.5500000000002, -1088.60002095602
-4.8, -73.5000000000002, -1072.61950828286
-4.8, -73.4500000000002, -1072.23515060183
-4.8, -73.4000000000002, -1055.59383013856
-4.8, -73.3500000000002, -1051.15006486839
-4.8, -73.3000000000002, -1049.02477846376
-4.8, -73.2500000000002, -1060.47340455605
-4.8, -73.2000000000002, -1045.22526276985
-4.8, -73.1500000000002, -1052.16785233747
-4.8, -73.1000000000002, -1033.42528845568
-4.8, -73.0500000000002, -1033.0479332098
-4.8, -73.0000000000002, -1059.19329933729
-4.8, -72.9500000000002, -1043.20957804541
-4.8, -72.9000000000002, -1023.23288350448
-4.8, -72.8500000000002, -1008.73397287226
-4.8, -72.8000000000002, -988.08624431293
-4.8, -72.7500000000002, -976.647420545341
-4.8, -72.7000000000002, -938.37168028194
-4.8, -72.6500000000002, -928.352605997934
-4.8, -72.6000000000003, -925.677362773917
-4.8, -72.5500000000003, -930.657263888861
-4.8, -72.5000000000003, -923.639157425729
-4.8, -72.4500000000003, -921.934222518932
-4.8, -72.4000000000003, -908.379612200311
-4.8, -72.3500000000003, -905.615332523943
-4.8, -72.3000000000003, -899.708429264254
-4.8, -72.2500000000003, -899.84531414113
-4.8, -72.2000000000003, -884.026157215238
-4.8, -72.1500000000003, -884.987378027756
-4.8, -72.1000000000003, -887.110757535207
-4.8, -72.0500000000003, -905.36710193113
-4.8, -72.0000000000003, -872.972716868971
-4.8, -71.9500000000003, -833.100550912786
-4.8, -71.9000000000003, -809.59670488222
-4.8, -71.8500000000003, -773.004091387265
-4.8, -71.8000000000003, -740.694219235796
-4.8, -71.7500000000003, -701.969421445974
-4.8, -71.7000000000003, -668.287444633665
-4.8, -71.6500000000003, -639.497301814961
-4.8, -71.6000000000003, -639.540491078049
-4.8, -71.5500000000003, -622.173994460842
-4.8, -71.5000000000003, -633.57158502005
-4.8, -71.4500000000003, -638.081875674776
-4.8, -71.4000000000003, -662.159656678909
-4.8, -71.3500000000003, -687.142752634245
-4.8, -71.3000000000003, -723.519987296546
-4.8, -71.2500000000003, -745.646563064423
-4.8, -71.2000000000003, -760.934162287042
-4.8, -71.1500000000003, -794.689752868959
-4.8, -71.1000000000003, -835.889502832084
-4.8, -71.0500000000003, -842.34305062762
-4.8, -71.0000000000003, -827.647396468092
-4.75, -77, -989.161136728711
-4.75, -76.95, -1002.34899969073
-4.75, -76.9, -999.933449706528
-4.75, -76.85, -993.973633954069
-4.75, -76.8, -1006.77992732672
-4.75, -76.75, -1039.16066958243
-4.75, -76.7, -1048.11523974536
-4.75, -76.65, -1042.42714535445
-4.75, -76.6, -1034.43661711842
-4.75, -76.55, -1037.37236886285
-4.75, -76.5, -1041.97466235864
-4.75, -76.45, -1039.20405309636
-4.75, -76.4, -1046.96389858681
-4.75, -76.35, -1044.69301171531
-4.75, -76.3, -1058.22261307505
-4.75, -76.25, -1061.21003152814
-4.75, -76.2, -1058.42686834384
-4.75, -76.15, -1051.46937482548
-4.75, -76.1000000000001, -1051.04656810581
-4.75, -76.0500000000001, -1036.83925740665
-4.75, -76.0000000000001, -1037.5876276067
-4.75, -75.9500000000001, -1047.6823930447
-4.75, -75.9000000000001, -1062.78685525537
-4.75, -75.8500000000001, -1073.10624071024
-4.75, -75.8000000000001, -1061.24314853817
-4.75, -75.7500000000001, -1066.98183360102
-4.75, -75.7000000000001, -1077.95768170874
-4.75, -75.6500000000001, -1100.53045876022
-4.75, -75.6000000000001, -1120.05527852941
-4.75, -75.5500000000001, -1113.78435754601
-4.75, -75.5000000000001, -1126.27851875976
-4.75, -75.4500000000001, -1141.987136991
-4.75, -75.4000000000001, -1151.04250716942
-4.75, -75.3500000000001, -1177.38254413567
-4.75, -75.3000000000001, -1194.49513490603
-4.75, -75.2500000000001, -1200.1653737314
-4.75, -75.2000000000001, -1208.71195463045
-4.75, -75.1500000000001, -1209.33295662398
-4.75, -75.1000000000001, -1208.83191882656
-4.75, -75.0500000000001, -1194.59932410705
-4.75, -75.0000000000001, -1180.70868476701
